COG0477	GEPR	Carbohydrate_transport_and_metabolism/Amino_acid_transport_and_metabolism/Inorganic_ion_transport_and_metabolism/General_function_prediction_only	MFS family permease
COG4905	S	Function_unknown	Uncharacterized membrane protein
COG4906	S	Function_unknown	Uncharacterized membrane protein
COG4907	S	Function_unknown	Uncharacterized membrane protein
COG4911	S	Function_unknown	Uncharacterized protein
COG4913	S	Function_unknown	Uncharacterized protein YPO0396
COG4916	S	Function_unknown	Uncharacterized protein
COG4918	S	Function_unknown	Uncharacterized protein YqkB
COG4920	S	Function_unknown	Uncharacterized membrane protein
COG4921	S	Function_unknown	Uncharacterized protein
COG4924	S	Function_unknown	Uncharacterized protein
COG4925	S	Function_unknown	Uncharacterized protein
COG4929	S	Function_unknown	Uncharacterized membrane-anchored protein
COG4932	S	Function_unknown	Uncharacterized surface anchored protein
COG4939	S	Function_unknown	"Major membrane immunogen, membrane-anchored lipoprotein"
COG4944	S	Function_unknown	Uncharacterized protein
COG4946	S	Function_unknown	Uncharacterized N-terminal domain of tricorn protease
COG4949	S	Function_unknown	Uncharacterized membrane-anchored protein
COG4950	S	Function_unknown	N-terminal domain of uncharacterized protein YciW (function unknown)
COG4951	S	Function_unknown	Uncharacterized protein
COG4954	S	Function_unknown	Uncharacterized protein
COG4955	S	Function_unknown	Uncharacterized protein YpbB
COG4983	S	Function_unknown	"Uncharacterized protein, contains Primase-polymerase (Primpol) domain"
COG4984	S	Function_unknown	Uncharacterized membrane protein
COG4990	S	Function_unknown	Uncharacterized protein YvpB
COG4991	S	Function_unknown	Uncharacterized conserved protein YraI
COG4994	S	Function_unknown	Uncharacterized protein
COG4995	S	Function_unknown	"Uncharacterized conserved protein, contains CHAT domain"
COG5011	S	Function_unknown	"Uncharacterized conserved protein, DUF2344 family"
COG5015	S	Function_unknown	"Uncharacterized protein, pyridoxamine 5'-phosphate oxidase (PNPOx-like) family"
COG5135	S	Function_unknown	Uncharacterized protein
COG5255	S	Function_unknown	Uncharacterized protein
COG5267	S	Function_unknown	"Uncharacterized conserved protein, DUF1800 family"
COG5276	S	Function_unknown	Uncharacterized conserved protein
COG5282	S	Function_unknown	"Uncharacterized conserved protein, DUF2342 family"
COG5293	S	Function_unknown	"Uncharacterized protein YydD, contains DUF2326 domain"
COG5294	S	Function_unknown	Uncharacterized protein YxeA
COG5298	S	Function_unknown	Uncharacterized protein YdaL
COG5305	S	Function_unknown	Uncharacterized membrane protein
COG5306	S	Function_unknown	Uncharacterized protein
COG5316	S	Function_unknown	Uncharacterized protein
COG5317	S	Function_unknown	Uncharacterized protein
COG5319	S	Function_unknown	Uncharacterized protein
COG5321	S	Function_unknown	Uncharacterized protein
COG5328	S	Function_unknown	"Uncharacterized protein, UPF0262 family"
COG5330	S	Function_unknown	"Uncharacterized conserved protein, DUF2336 family"
COG5331	S	Function_unknown	Uncharacterized protein
COG5338	S	Function_unknown	Uncharacterized protein
COG5339	S	Function_unknown	"Uncharacterized conserved protein YdgA, DUF945 family"
COG5341	S	Function_unknown	Uncharacterized protein
COG5345	S	Function_unknown	Uncharacterized protein
COG5346	S	Function_unknown	Uncharacterized membrane protein
COG5349	S	Function_unknown	"Uncharacterized conserved protein, DUF983 family"
COG5351	S	Function_unknown	Uncharacterized protein
COG5352	S	Function_unknown	Uncharacterized protein
COG5353	S	Function_unknown	Uncharacterized protein YpmB
COG5360	S	Function_unknown	"Uncharacterized conserved protein, heparinase superfamily"
COG5368	S	Function_unknown	Uncharacterized protein
COG5373	S	Function_unknown	Uncharacterized membrane protein
COG5375	S	Function_unknown	Uncharacterized protein
COG5381	S	Function_unknown	Uncharacterized protein
COG5385	S	Function_unknown	Uncharacterized protein
COG5388	S	Function_unknown	Uncharacterized protein
COG5389	S	Function_unknown	Uncharacterized protein
COG5393	S	Function_unknown	Uncharacterized membrane protein YqjE
COG5395	S	Function_unknown	Uncharacterized membrane protein
COG5397	S	Function_unknown	Uncharacterized protein
COG5399	S	Function_unknown	Uncharacterized protein
COG5400	S	Function_unknown	Uncharacterized protein
COG5402	S	Function_unknown	Uncharacterized protein
COG5403	S	Function_unknown	Uncharacterized protein
COG5410	S	Function_unknown	Uncharacterized protein
COG5413	S	Function_unknown	Uncharacterized integral membrane protein
COG5416	S	Function_unknown	Uncharacterized integral membrane protein
COG5417	S	Function_unknown	Uncharacterized ubiquitin-like protein YukD
COG5418	S	Function_unknown	Predicted secreted protein
COG5419	S	Function_unknown	Uncharacterized protein
COG5420	S	Function_unknown	Uncharacterized protein
COG5423	S	Function_unknown	Predicted metal-binding protein
COG5425	S	Function_unknown	"Usg protein (tryptophan operon, function unknown)"
COG5426	S	Function_unknown	Uncharacterized membrane protein
COG5427	S	Function_unknown	Uncharacterized membrane protein
COG5428	S	Function_unknown	Uncharacterized protein YuzE
COG5429	S	Function_unknown	Uncharacterized protein
COG5430	S	Function_unknown	"Spore coat protein U (SCPU) domain, function unknown"
COG5435	S	Function_unknown	Uncharacterized protein
COG5436	S	Function_unknown	Uncharacterized membrane protein
COG5437	S	Function_unknown	Predicted secreted protein
COG5438	S	Function_unknown	Uncharacterized membrane protein
COG5439	S	Function_unknown	Uncharacterized protein
COG5440	S	Function_unknown	Uncharacterized protein
COG5441	S	Function_unknown	"Uncharacterized protein, UPF0261 family"
COG5445	S	Function_unknown	"Uncharacterized conserved protein YfaQ, DUF2300 domain"
COG5447	S	Function_unknown	Uncharacterized protein
COG5448	S	Function_unknown	Uncharacterized protein
COG5449	S	Function_unknown	Uncharacterized protein
COG5451	S	Function_unknown	Predicted secreted protein
COG5452	S	Function_unknown	Uncharacterized protein
COG5453	S	Function_unknown	Uncharacterized protein
COG5454	S	Function_unknown	Predicted secreted protein
COG5457	S	Function_unknown	"Uncharacterized conserved protein YjiS, DUF1127 family"
COG5458	S	Function_unknown	Uncharacterized protein
COG5460	S	Function_unknown	"Uncharacterized conserved protein, DUF2164 family"
COG5462	S	Function_unknown	Predicted secreted (periplasmic) protein
COG5463	S	Function_unknown	"Uncharacterized conserved protein YgiB, involved in bioifilm formation, UPF0441/DUF1190 family"
COG5465	S	Function_unknown	Uncharacterized protein
COG5466	S	Function_unknown	Predicted small metal-binding protein
COG5467	S	Function_unknown	Uncharacterized protein
COG5468	S	Function_unknown	Predicted secreted (periplasmic) protein
COG5469	S	Function_unknown	Predicted metal-binding protein
COG5470	S	Function_unknown	"Uncharacterized conserved protein, DUF1330 family"
COG5472	S	Function_unknown	Predicted small integral membrane protein
COG5473	S	Function_unknown	Uncharacterized membrane protein
COG5474	S	Function_unknown	Uncharacterized protein
COG5475	S	Function_unknown	"Uncharacterized conserved protein YodC, DUF2158 family"
COG5477	S	Function_unknown	Predicted small integral membrane protein
COG5479	S	Function_unknown	"Uncharacterized conserved protein, contains LGFP repeats"
COG5480	S	Function_unknown	Uncharacterized membrane protein
COG5481	S	Function_unknown	Uncharacterized protein
COG5482	S	Function_unknown	Uncharacterized protein
COG5483	S	Function_unknown	"Uncharacterized conserved protein, DUF488 family"
COG5484	S	Function_unknown	Uncharacterized protein YjcR
COG5486	S	Function_unknown	Predicted metal-binding membrane protein
COG5487	S	Function_unknown	"Uncharacterized membrane protein YtjA, UPF0391 family"
COG5488	S	Function_unknown	Uncharacterized membrane protein
COG5489	S	Function_unknown	"Uncharacterized conserved protein, DUF736 family"
COG5490	S	Function_unknown	Uncharacterized protein
COG5493	S	Function_unknown	Uncharacterized protein
COG5497	S	Function_unknown	Predicted secreted protein
COG5500	S	Function_unknown	Uncharacterized membrane protein
COG5501	S	Function_unknown	Predicted secreted protein
COG5502	S	Function_unknown	"Uncharacterized conserved protein, DUF2267 family"
COG5504	S	Function_unknown	Uncharacterized protein YjaZ
COG5505	S	Function_unknown	Uncharacterized membrane protein
COG5506	S	Function_unknown	Uncharacterized protein YueI
COG5507	S	Function_unknown	"Uncharacterized conserved protein YbaA, DUF1428 family"
COG5508	S	Function_unknown	Uncharacterized protein
COG5509	S	Function_unknown	"Uncharacterized small protein, DUF1192 family"
COG5510	S	Function_unknown	Predicted small secreted protein
COG5513	S	Function_unknown	Predicted secreted protein
COG5514	S	Function_unknown	Uncharacterized protein
COG5515	S	Function_unknown	Uncharacterized protein
COG5519	S	Function_unknown	"Uncharcterized protein, DUF927 family"
COG5522	S	Function_unknown	Uncharacterized membrane protein YwaF
COG5523	S	Function_unknown	Uncharacterized membrane protein
COG5528	S	Function_unknown	Uncharacterized membrane protein
COG5530	S	Function_unknown	Uncharacterized membrane protein
COG5532	S	Function_unknown	"Uncharacterized conserved protein YfdQ, DUF2303 family"
COG5544	S	Function_unknown	"Uncharacterized conserved protein YfiM, DUF2279 family"
COG5546	S	Function_unknown	Uncharacterized membrane protein
COG5547	S	Function_unknown	Uncharacterized membrane protein
COG5548	S	Function_unknown	"Uncharacterized membrane protein, UPF0136 family"
COG5552	S	Function_unknown	Uncharacterized protein
COG5556	S	Function_unknown	Uncharacterized protein
COG5561	S	Function_unknown	Predicted metal-binding protein
COG5562	S	Function_unknown	"Uncharacterized conserved protein YbcV, DUF1398 family"
COG5563	S	Function_unknown	Uncharacterized membrane protein
COG5564	S	Function_unknown	Predicted TIM-barrel enzyme
COG5567	S	Function_unknown	Predicted small periplasmic lipoprotein YifL (function unknown0
COG5568	S	Function_unknown	Uncharacterized protein
COG5570	S	Function_unknown	Uncharacterized protein
COG5572	S	Function_unknown	Uncharacterized membrane protein
COG5578	S	Function_unknown	Uncharacterized membrane protein YesL
COG5579	S	Function_unknown	"Uncharacterized protein, DUF1810 family"
COG5582	S	Function_unknown	"Uncharacterized protein YpiB, UPF0302 family"
COG5583	S	Function_unknown	Uncharacterized protein
COG5584	S	Function_unknown	Predicted small secreted protein
COG5586	S	Function_unknown	Uncharacterized protein
COG5587	S	Function_unknown	"Uncharacterized conserved protein, DUF2461 family"
COG5588	S	Function_unknown	Uncharacterized protein
COG5589	S	Function_unknown	Uncharacterized protein
COG5591	S	Function_unknown	Uncharacterized protein
COG5607	S	Function_unknown	CHAD domain (function unknown)
COG5609	S	Function_unknown	Uncharacterized protein YbcI
COG5612	S	Function_unknown	Uncharacterized membrane protein
COG5613	S	Function_unknown	Uncharacterized protein
COG5615	S	Function_unknown	Uncharacterized membrane protein
COG5617	S	Function_unknown	Uncharacterized membrane protein
COG5618	S	Function_unknown	Predicted periplasmic lipoprotein
COG5619	S	Function_unknown	Uncharacterized protein
COG5620	S	Function_unknown	Uncharacterized protein
COG5626	S	Function_unknown	Uncharacterized protein
COG5633	S	Function_unknown	Uncharacterized conserved protein YcfL
COG5634	S	Function_unknown	Uncharacterized protein YukJ
COG5637	S	Function_unknown	Uncharacterized membrane protein
COG5639	S	Function_unknown	Uncharacterized protein
COG5642	S	Function_unknown	"Uncharacterized conserved protein, DUF2384 family"
COG5644	S	Function_unknown	U3 small nucleolar RNA-associated protein 14
COG5645	S	Function_unknown	Uncharacterized conserved protein YceK
COG5646	S	Function_unknown	"Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family"
COG5649	S	Function_unknown	Uncharacterized protein
COG5650	S	Function_unknown	Uncharacterized membrane protein
COG5651	S	Function_unknown	PPE-repeat protein
COG5652	S	Function_unknown	VanZ like family protein (function unknown)
COG5654	S	Function_unknown	"Uncharacterized conserved protein, contains RES domain"
COG5658	S	Function_unknown	Uncharacterized membrane protein
COG5663	S	Function_unknown	"Uncharacterized protein, HAD superfamily"
COG0271	T	Signal_transduction_mechanisms	Stress-induced morphogen (activity unknown)
COG0394	T	Signal_transduction_mechanisms	Protein-tyrosine-phosphatase
COG0467	T	Signal_transduction_mechanisms	"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family"
COG0478	T	Signal_transduction_mechanisms	RIO-like serine/threonine protein kinase fused to N-terminal HTH domain
COG0515	T	Signal_transduction_mechanisms	Serine/threonine protein kinase
COG0517	T	Signal_transduction_mechanisms	CBS domain
COG0589	T	Signal_transduction_mechanisms	"Nucleotide-binding universal stress protein, UspA family"
COG0631	T	Signal_transduction_mechanisms	Serine/threonine protein phosphatase PrpC
COG0639	T	Signal_transduction_mechanisms	"Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family"
COG0642	T	Signal_transduction_mechanisms	Signal transduction histidine kinase
COG0664	T	Signal_transduction_mechanisms	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0666	T	Signal_transduction_mechanisms	Ankyrin repeat
COG0784	T	Signal_transduction_mechanisms	CheY chemotaxis protein or a CheY-like REC (receiver) domain
COG0790	T	Signal_transduction_mechanisms	TPR repeat
COG1073	T	Signal_transduction_mechanisms	"Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family"
COG1217	T	Signal_transduction_mechanisms	Predicted membrane GTPase involved in stress response
COG1366	T	Signal_transduction_mechanisms	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1409	T	Signal_transduction_mechanisms	"3',5'-cyclic AMP phosphodiesterase CpdA"
COG1493	T	Signal_transduction_mechanisms	"Serine kinase of the HPr protein, regulates carbohydrate metabolism"
COG1551	T	Signal_transduction_mechanisms	sRNA-binding carbon storage regulator CsrA
COG1623	T	Signal_transduction_mechanisms	"Diadenylate cyclase (c-di-AMP synthetase), DNA integrity scanning protein DisA"
COG1624	T	Signal_transduction_mechanisms	"Diadenylate cyclase (c-di-AMP synthetase), DisA_N domain"
COG1639	T	Signal_transduction_mechanisms	"HD-like signal output (HDOD) domain, no enzymatic activity"
COG1660	T	Signal_transduction_mechanisms	"RNase adaptor protein for sRNA GlmZ degradation, contains a P-loop ATPase domain"
COG1702	T	Signal_transduction_mechanisms	"Phosphate starvation-inducible protein PhoH, predicted ATPase"
COG1716	T	Signal_transduction_mechanisms	"Forkhead associated (FHA) domain, binds pSer, pThr, pTyr"
COG1718	T	Signal_transduction_mechanisms	Serine/threonine-protein kinase RIO1
